OG	Human	Species	Human_gene	Gene
11720	H. sapiens	M. musculus	FAM57A	Fam57a
11722	H. sapiens	X. laevis	TM4SF20	tm4sf20
11722	H. sapiens	M. musculus	TM4SF20	Tm4sf20
11722	H. sapiens	R. norvegicus	TM4SF20	Tm4sf20
11723	H. sapiens	M. musculus	SNX22	Snx22
11723	H. sapiens	R. norvegicus	SNX22	Snx22
11723	H. sapiens	X. laevis	SNX22	snx22
11725	H. sapiens	M. musculus	RBFA	Rbfa
11725	H. sapiens	R. norvegicus	RBFA	Rbfa
11726	H. sapiens	M. musculus	C11orf63	4931429I11Rik
11726	H. sapiens	R. norvegicus	C11orf63	RGD1309108
11728	H. sapiens	M. musculus	BORA	Bora
11728	H. sapiens	R. norvegicus	BORA	Bora
11728	H. sapiens	X. laevis	BORA	bora
11729	H. sapiens	M. musculus	TCTN2	Tctn2
11729	H. sapiens	R. norvegicus	TCTN2	Tctn2
11729	H. sapiens	X. laevis	TCTN2	tctn2
11731	H. sapiens	M. musculus	CPSF7	Cpsf7
11731	H. sapiens	R. norvegicus	CPSF7	Cpsf7
11732	H. sapiens	M. musculus	BAALC	Baalc
11732	H. sapiens	R. norvegicus	BAALC	Baalc
11732	H. sapiens	X. laevis	BAALC	baalc
11733	H. sapiens	X. laevis	RPAP2	rpap2
11733	H. sapiens	R. norvegicus	RPAP2	Rpap2
11733	H. sapiens	M. musculus	RPAP2	Rpap2
11734	H. sapiens	X. laevis	CBLL1	cbll1
11734	H. sapiens	M. musculus	CBLL1	Cbll1
11734	H. sapiens	R. norvegicus	CBLL1	Cbll1
11738	H. sapiens	M. musculus	UBA5	Uba5
11738	H. sapiens	R. norvegicus	UBA5	Uba5
11738	H. sapiens	C. elegans	UBA5	T03F1.1
11738	H. sapiens	D. melanogaster	UBA5	CG1749
11738	H. sapiens	X. laevis	UBA5	uba5
11739	H. sapiens	X. laevis	DENND1B	dennd1b
11739	H. sapiens	M. musculus	DENND1B	Dennd1b
11739	H. sapiens	R. norvegicus	DENND1B	Dennd1b
11743	H. sapiens	C. elegans	HDAC11	hda-11
11743	H. sapiens	R. norvegicus	HDAC11	Hdac11
11743	H. sapiens	D. melanogaster	HDAC11	HdacX
11743	H. sapiens	M. musculus	HDAC11	Hdac11
11745	H. sapiens	R. norvegicus	PLBD1	Plbd1
11745	H. sapiens	M. musculus	PLBD1	Plbd1
11748	H. sapiens	M. musculus	RIN3	Rin3
11748	H. sapiens	X. laevis	RIN3	rin3
11748	H. sapiens	R. norvegicus	RIN3	Rin3
11749	H. sapiens	M. musculus	MCMBP	Mcmbp
11749	H. sapiens	X. laevis	MCMBP	mcmbp
11749	H. sapiens	D. melanogaster	MCMBP	CG3430
11749	H. sapiens	R. norvegicus	MCMBP	RGD1306730
11750	H. sapiens	R. norvegicus	GGNBP2	Ggnbp2
11750	H. sapiens	X. laevis	GGNBP2	ggnbp2
11750	H. sapiens	M. musculus	GGNBP2	Ggnbp2
11753	H. sapiens	R. norvegicus	PRR5L	Prr5l
11753	H. sapiens	M. musculus	PRR5L	Prr5l
11753	H. sapiens	X. laevis	PRR5L	prr5l
11755	H. sapiens	R. norvegicus	NUP85	Nup85
11755	H. sapiens	C. elegans	NUP85	npp-2
11755	H. sapiens	X. laevis	NUP85	nup85
11755	H. sapiens	D. melanogaster	NUP85	Nup75
11755	H. sapiens	M. musculus	NUP85	Nup85
11757	H. sapiens	R. norvegicus	MORN1	Morn1
11757	H. sapiens	X. laevis	MORN1	morn1
11757	H. sapiens	M. musculus	MORN1	Morn1
11758	H. sapiens	D. melanogaster	PYROXD1	CG10721
11758	H. sapiens	R. norvegicus	PYROXD1	Pyroxd1
11758	H. sapiens	M. musculus	PYROXD1	Pyroxd1
11758	H. sapiens	C. elegans	PYROXD1	C26D10.3
11758	H. sapiens	X. laevis	PYROXD1	pyroxd1
11761	H. sapiens	M. musculus	C2orf54	2310007B03Rik
11761	H. sapiens	R. norvegicus	C2orf54	RGD1563692
11763	H. sapiens	R. norvegicus	MAP6D1	Map6d1
11763	H. sapiens	M. musculus	MAP6D1	Map6d1
11764	H. sapiens	X. laevis	KIAA0319L	kiaa0319l
11764	H. sapiens	M. musculus	KIAA0319L	AU040320
11764	H. sapiens	R. norvegicus	KIAA0319L	LOC100294508
11767	H. sapiens	C. elegans	L2HGDH	Y45G12B.3
11767	H. sapiens	D. melanogaster	L2HGDH	CG10639
11767	H. sapiens	R. norvegicus	L2HGDH	L2hgdh
11767	H. sapiens	M. musculus	L2HGDH	L2hgdh
11767	H. sapiens	X. laevis	L2HGDH	l2hgdh
11769	H. sapiens	M. musculus	LPPR3	BC005764
11769	H. sapiens	R. norvegicus	LPPR3	Lppr3
11769	H. sapiens	X. laevis	LPPR3	lppr3
11770	H. sapiens	M. musculus	PLEKHS1	Plekhs1
11770	H. sapiens	R. norvegicus	PLEKHS1	Plekhs1
11771	H. sapiens	M. musculus	SYNDIG1	Syndig1
11771	H. sapiens	R. norvegicus	SYNDIG1	Syndig1
11771	H. sapiens	X. laevis	SYNDIG1	syndig1
11773	H. sapiens	X. laevis	DENND1C	dennd1c
11773	H. sapiens	M. musculus	DENND1C	Dennd1c
11773	H. sapiens	R. norvegicus	DENND1C	Dennd1c
11774	H. sapiens	X. laevis	CEP76	cep76
11774	H. sapiens	M. musculus	CEP76	Cep76
11774	H. sapiens	R. norvegicus	CEP76	Cep76
11776	H. sapiens	R. norvegicus	DENND2D	Dennd2d
11776	H. sapiens	X. laevis	DENND2D	dennd2d
11776	H. sapiens	M. musculus	DENND2D	Dennd2d
11777	H. sapiens	X. laevis	DNAJC22	dnajc22
11777	H. sapiens	M. musculus	DNAJC22	Dnajc22
11777	H. sapiens	D. melanogaster	DNAJC22	wus
11777	H. sapiens	R. norvegicus	DNAJC22	Dnajc22
11779	H. sapiens	M. musculus	WLS	Wls
11779	H. sapiens	D. melanogaster	WLS	wls
11779	H. sapiens	C. elegans	WLS	mig-14
11779	H. sapiens	R. norvegicus	WLS	Wls
11779	H. sapiens	X. laevis	WLS	wls
11782	H. sapiens	X. laevis	TRMT2B	trmt2b
11782	H. sapiens	M. musculus	TRMT2B	Trmt2b
11785	H. sapiens	R. norvegicus	POF1B	Pof1b
11785	H. sapiens	X. laevis	POF1B	pof1b
11785	H. sapiens	M. musculus	POF1B	Pof1b
11786	H. sapiens	R. norvegicus	TTC26	Ttc26
11786	H. sapiens	D. melanogaster	TTC26	CG4525
11786	H. sapiens	X. laevis	TTC26	ttc26
11786	H. sapiens	C. elegans	TTC26	dyf-13
11786	H. sapiens	M. musculus	TTC26	Ttc26
11787	H. sapiens	R. norvegicus	PLEKHH3	Plekhh3
11787	H. sapiens	M. musculus	PLEKHH3	Plekhh3
11788	H. sapiens	X. laevis	OBFC1	obfc1
11788	H. sapiens	M. musculus	OBFC1	Obfc1
11788	H. sapiens	R. norvegicus	OBFC1	Obfc1
11792	H. sapiens	M. musculus	TRAPPC13	Trappc13
11792	H. sapiens	C. elegans	TRAPPC13	C56C10.7
11792	H. sapiens	R. norvegicus	TRAPPC13	Trappc13
11792	H. sapiens	X. laevis	TRAPPC13	trappc13
11792	H. sapiens	D. melanogaster	TRAPPC13	CG4953
11795	H. sapiens	R. norvegicus	CHODL	Chodl
11795	H. sapiens	X. laevis	CHODL	chodl
11795	H. sapiens	M. musculus	CHODL	Chodl
11797	H. sapiens	X. laevis	FAM192A	fam192a
11797	H. sapiens	D. melanogaster	FAM192A	CG14480
11797	H. sapiens	M. musculus	FAM192A	Fam192a
11797	H. sapiens	R. norvegicus	FAM192A	Nip30
11798	H. sapiens	X. laevis	C14orf159	c14orf159
11798	H. sapiens	M. musculus	C14orf159	9030617O03Rik
11798	H. sapiens	R. norvegicus	C14orf159	RGD1311756
11799	H. sapiens	M. musculus	UBTD1	Ubtd1
11799	H. sapiens	X. laevis	UBTD1	ubtd1
11799	H. sapiens	R. norvegicus	UBTD1	Ubtd1
11800	H. sapiens	X. laevis	FOXRED2	foxred2
11800	H. sapiens	R. norvegicus	FOXRED2	Foxred2
11800	H. sapiens	M. musculus	FOXRED2	Foxred2
11801	H. sapiens	X. laevis	TMEM62	tmem62
11801	H. sapiens	M. musculus	TMEM62	Tmem62
11801	H. sapiens	R. norvegicus	TMEM62	Tmem62
11802	H. sapiens	R. norvegicus	NRSN2	Nrsn2
11802	H. sapiens	M. musculus	NRSN2	Nrsn2
11803	H. sapiens	R. norvegicus	CSRNP3	Csrnp3
11803	H. sapiens	M. musculus	CSRNP3	Csrnp3
11803	H. sapiens	X. laevis	CSRNP3	csrnp3
11804	H. sapiens	R. norvegicus	MCF2L	Mcf2l
11804	H. sapiens	X. laevis	MCF2L	LOC100497730
11804	H. sapiens	M. musculus	MCF2L	Mcf2l
11807	H. sapiens	X. laevis	LRRTM4	lrrtm4
11807	H. sapiens	M. musculus	LRRTM4	Lrrtm4
11807	H. sapiens	R. norvegicus	LRRTM4	Lrrtm4
11808	H. sapiens	M. musculus	ADAMTS20	Adamts20
11808	H. sapiens	R. norvegicus	ADAMTS20	Adamts20
11808	H. sapiens	X. laevis	ADAMTS20	adamts20
11811	H. sapiens	M. musculus	BAIAP2L2	Baiap2l2
11811	H. sapiens	X. laevis	BAIAP2L2	baiap2l2
11811	H. sapiens	R. norvegicus	BAIAP2L2	Baiap2l2
11812	H. sapiens	R. norvegicus	ARL14	Arl14
11812	H. sapiens	X. laevis	ARL14	arl14
11812	H. sapiens	M. musculus	ARL14	Arl14
11814	H. sapiens	X. laevis	VCPIP1	vcpip1
11814	H. sapiens	R. norvegicus	VCPIP1	Vcpip1
11814	H. sapiens	M. musculus	VCPIP1	Vcpip1
11815	H. sapiens	M. musculus	TRIM46	Trim46
11815	H. sapiens	R. norvegicus	TRIM46	Trim46
11817	H. sapiens	R. norvegicus	LRRC8E	Lrrc8e
11817	H. sapiens	X. laevis	LRRC8E	lrrc8e
11817	H. sapiens	M. musculus	LRRC8E	Lrrc8e
11819	H. sapiens	C. elegans	PTGES2	R11A8.5
11819	H. sapiens	R. norvegicus	PTGES2	Ptges2
11819	H. sapiens	D. melanogaster	PTGES2	Su(P)
11819	H. sapiens	X. laevis	PTGES2	ptges2
11819	H. sapiens	M. musculus	PTGES2	Ptges2
11821	H. sapiens	R. norvegicus	THOC7	Thoc7
11821	H. sapiens	X. laevis	THOC7	thoc7
11821	H. sapiens	M. musculus	THOC7	Thoc7
11821	H. sapiens	D. melanogaster	THOC7	thoc7
11823	H. sapiens	R. norvegicus	TOE1	Toe1
11823	H. sapiens	C. elegans	TOE1	CELE_Y57A10A.25
11823	H. sapiens	M. musculus	TOE1	Toe1
11823	H. sapiens	X. laevis	TOE1	toe1
11824	H. sapiens	X. laevis	ZC3H12A	LOC100498589
11824	H. sapiens	R. norvegicus	ZC3H12A	Zc3h12a
11824	H. sapiens	M. musculus	ZC3H12A	Zc3h12a
11825	H. sapiens	R. norvegicus	ASRGL1	Asrgl1
11825	H. sapiens	M. musculus	ASRGL1	Asrgl1
11827	H. sapiens	X. laevis	EDC3	edc3
11827	H. sapiens	R. norvegicus	EDC3	Edc3
11827	H. sapiens	D. melanogaster	EDC3	Edc3
11827	H. sapiens	M. musculus	EDC3	Edc3
11828	H. sapiens	R. norvegicus	USP36	Usp36
11828	H. sapiens	M. musculus	USP36	Usp36
11830	H. sapiens	R. norvegicus	CTC1	Ctc1
11830	H. sapiens	X. laevis	CTC1	ctc1
11830	H. sapiens	M. musculus	CTC1	Ctc1
11831	H. sapiens	R. norvegicus	IFT74	Ift74
11831	H. sapiens	C. elegans	IFT74	ift-74
11831	H. sapiens	X. laevis	IFT74	ift74
11831	H. sapiens	M. musculus	IFT74	Ift74
11832	H. sapiens	R. norvegicus	SPSB1	Spsb1
11832	H. sapiens	X. laevis	SPSB1	spsb1
11832	H. sapiens	M. musculus	SPSB1	Spsb1
11833	H. sapiens	X. laevis	MYCT1	myct1
11833	H. sapiens	R. norvegicus	MYCT1	Myct1
11833	H. sapiens	M. musculus	MYCT1	Myct1
11836	H. sapiens	X. laevis	TTI2	tti2
11836	H. sapiens	R. norvegicus	TTI2	Tti2
11836	H. sapiens	M. musculus	TTI2	Tti2
11837	H. sapiens	M. musculus	TMEM134	Tmem134
11837	H. sapiens	R. norvegicus	TMEM134	Tmem134
11838	H. sapiens	R. norvegicus	TMEM254	Fam213a
11838	H. sapiens	X. laevis	TMEM254	fam213a
11839	H. sapiens	M. musculus	RNF34	Rnf34
11839	H. sapiens	R. norvegicus	RNF34	Rnf34
11839	H. sapiens	X. laevis	RNF34	rnf34
11840	H. sapiens	X. laevis	FUZ	fuz
11840	H. sapiens	D. melanogaster	FUZ	fy
11840	H. sapiens	M. musculus	FUZ	Fuz
11840	H. sapiens	R. norvegicus	FUZ	Fuz
11842	H. sapiens	D. melanogaster	WDR19	Oseg6
11842	H. sapiens	C. elegans	WDR19	dyf-2
11842	H. sapiens	M. musculus	WDR19	Wdr19
11842	H. sapiens	R. norvegicus	WDR19	Wdr19
11843	H. sapiens	X. laevis	FBXO11	fbxo11
11843	H. sapiens	D. melanogaster	FBXO11	FBX011
11843	H. sapiens	M. musculus	FBXO11	Fbxo11
11843	H. sapiens	C. elegans	FBXO11	dre-1
11843	H. sapiens	R. norvegicus	FBXO11	Fbxo11
11844	H. sapiens	M. musculus	CHD9	Chd9
11844	H. sapiens	R. norvegicus	CHD9	Chd9
11847	H. sapiens	R. norvegicus	ARMC9	Armc9
11847	H. sapiens	X. laevis	ARMC9	armc9
11847	H. sapiens	M. musculus	ARMC9	Armc9
11848	H. sapiens	R. norvegicus	CCDC92	Ccdc92
11848	H. sapiens	X. laevis	CCDC92	ccdc92
11848	H. sapiens	M. musculus	CCDC92	Ccdc92
11849	H. sapiens	R. norvegicus	ALPK1	Alpk1
11849	H. sapiens	X. laevis	ALPK1	alpk1
11849	H. sapiens	M. musculus	ALPK1	Alpk1
11851	H. sapiens	M. musculus	NAA50	Naa50
11851	H. sapiens	X. laevis	NAA50	naa50
11851	H. sapiens	R. norvegicus	NAA50	Naa50
11852	H. sapiens	S. cerevisiae	TARS	THS1
11852	H. sapiens	M. musculus	TARS	Tars
11852	H. sapiens	C. elegans	TARS	tars-1
11852	H. sapiens	R. norvegicus	TARS	Tars
11852	H. sapiens	X. laevis	TARS	tars
11852	H. sapiens	D. melanogaster	TARS	Aats-thr
11853	H. sapiens	X. laevis	RAB11FIP1	rab11fip1
11853	H. sapiens	M. musculus	RAB11FIP1	Rab11fip1
11853	H. sapiens	R. norvegicus	RAB11FIP1	Rab11fip1
11854	H. sapiens	R. norvegicus	NUBPL	Nubpl
11854	H. sapiens	M. musculus	NUBPL	Nubpl
11854	H. sapiens	X. laevis	NUBPL	nubpl
11854	H. sapiens	D. melanogaster	NUBPL	CG3262
11856	H. sapiens	X. laevis	CXorf21	LOC100490948
11856	H. sapiens	M. musculus	CXorf21	5430427O19Rik
11856	H. sapiens	R. norvegicus	CXorf21	RGD1565785
11857	H. sapiens	M. musculus	WDR26	Wdr26
11857	H. sapiens	R. norvegicus	WDR26	Wdr26
11857	H. sapiens	C. elegans	WDR26	Y39H10A.6
11857	H. sapiens	X. laevis	WDR26	wdr26
11857	H. sapiens	D. melanogaster	WDR26	CG7611
11859	H. sapiens	M. musculus	ELL3	Ell3
11859	H. sapiens	R. norvegicus	ELL3	Ell3
11861	H. sapiens	X. laevis	CEP63	LOC100494857
11861	H. sapiens	M. musculus	CEP63	Cep63
11861	H. sapiens	R. norvegicus	CEP63	Cep63
11864	H. sapiens	R. norvegicus	C16orf70	RGD621098
11864	H. sapiens	X. laevis	C16orf70	LOC100494115
11864	H. sapiens	M. musculus	C16orf70	D230025D16Rik
11864	H. sapiens	D. melanogaster	C16orf70	CG7083
11864	H. sapiens	C. elegans	C16orf70	T01G9.2
11865	H. sapiens	M. musculus	TRIM45	Trim45
11865	H. sapiens	D. melanogaster	TRIM45	CG8419
11865	H. sapiens	R. norvegicus	TRIM45	Trim45
11866	H. sapiens	C. elegans	EDEM3	ZC506.1
11866	H. sapiens	R. norvegicus	EDEM3	Edem3
11866	H. sapiens	D. melanogaster	EDEM3	Edem2
11866	H. sapiens	X. laevis	EDEM3	edem3
11866	H. sapiens	M. musculus	EDEM3	Edem3
11868	H. sapiens	M. musculus	ITPKC	Itpkc
11868	H. sapiens	X. laevis	ITPKC	itpkc
11868	H. sapiens	R. norvegicus	ITPKC	Itpkc
11869	H. sapiens	M. musculus	MTERFD3	Mterfd3
11869	H. sapiens	X. laevis	MTERFD3	LOC100485703
11869	H. sapiens	R. norvegicus	MTERFD3	Mterfd3
11870	H. sapiens	M. musculus	PLEKHO2	Plekho2
11870	H. sapiens	X. laevis	PLEKHO2	plekho2
11870	H. sapiens	R. norvegicus	PLEKHO2	Plekho2
11873	H. sapiens	D. melanogaster	MED28	MED28
11873	H. sapiens	X. laevis	MED28	med28
11873	H. sapiens	M. musculus	MED28	Med28
11873	H. sapiens	R. norvegicus	MED28	Med28
11875	H. sapiens	M. musculus	PDGFD	Pdgfd
11875	H. sapiens	R. norvegicus	PDGFD	Pdgfd
11875	H. sapiens	X. laevis	PDGFD	LOC100492060
11878	H. sapiens	R. norvegicus	CXXC4	Cxxc4
11878	H. sapiens	X. laevis	CXXC4	cxxc4
11878	H. sapiens	M. musculus	CXXC4	Cxxc4
11879	H. sapiens	R. norvegicus	SPTBN4	Sptbn4
11879	H. sapiens	M. musculus	SPTBN4	Sptbn4
11879	H. sapiens	X. laevis	SPTBN4	sptbn4
11880	H. sapiens	X. laevis	CCDC68	ccdc68
11880	H. sapiens	M. musculus	CCDC68	Ccdc68
11881	H. sapiens	X. laevis	ADAM33	adam33
11881	H. sapiens	R. norvegicus	ADAM33	Adam33
11881	H. sapiens	M. musculus	ADAM33	Adam33
11883	H. sapiens	M. musculus	PNPLA3	Pnpla3
11883	H. sapiens	R. norvegicus	PNPLA3	Pnpla3
11884	H. sapiens	R. norvegicus	BPIFB2	Bpifb2
11884	H. sapiens	M. musculus	BPIFB2	Bpifb2
11885	H. sapiens	M. musculus	TRAF3IP3	Traf3ip3
11885	H. sapiens	R. norvegicus	TRAF3IP3	Traf3ip3
11885	H. sapiens	X. laevis	TRAF3IP3	LOC100145338
11886	H. sapiens	C. elegans	DCAF11	wdr-23
11886	H. sapiens	X. laevis	DCAF11	dcaf11
11886	H. sapiens	R. norvegicus	DCAF11	Dcaf11
11886	H. sapiens	D. melanogaster	DCAF11	CG9945
11886	H. sapiens	M. musculus	DCAF11	Dcaf11
11888	H. sapiens	R. norvegicus	REEP4	Reep4
11888	H. sapiens	M. musculus	REEP4	Reep4
11888	H. sapiens	X. laevis	REEP4	reep4
11889	H. sapiens	C. elegans	COASY	Y65B4A.8
11889	H. sapiens	M. musculus	COASY	Coasy
11889	H. sapiens	D. melanogaster	COASY	Ppat-Dpck
11889	H. sapiens	R. norvegicus	COASY	Coasy
11889	H. sapiens	X. laevis	COASY	coasy
11891	H. sapiens	M. musculus	RNF39	Rnf39
11891	H. sapiens	R. norvegicus	RNF39	Rnf39
11892	H. sapiens	X. laevis	CD276	cd276
11892	H. sapiens	M. musculus	CD276	Cd276
11892	H. sapiens	R. norvegicus	CD276	Cd276
11893	H. sapiens	R. norvegicus	SLC35G2	Slc35g2
11893	H. sapiens	M. musculus	SLC35G2	Slc35g2
11893	H. sapiens	X. laevis	SLC35G2	slc35g2
11895	H. sapiens	M. musculus	VWA7	Vwa7
11895	H. sapiens	X. laevis	VWA7	vwa7
11895	H. sapiens	R. norvegicus	VWA7	Vwa7
11896	H. sapiens	R. norvegicus	LY6G5C	Ly6g5c
11896	H. sapiens	M. musculus	LY6G5C	Ly6g5c
11897	H. sapiens	M. musculus	PRR3	Prr3
11897	H. sapiens	R. norvegicus	PRR3	Prr3
11898	H. sapiens	M. musculus	THUMPD2	Thumpd2
11898	H. sapiens	R. norvegicus	THUMPD2	Thumpd2
11898	H. sapiens	X. laevis	THUMPD2	thumpd2
11900	H. sapiens	M. musculus	TMEM121	Tmem121
11900	H. sapiens	R. norvegicus	TMEM121	Tmem121
11900	H. sapiens	X. laevis	TMEM121	tmem121
11905	H. sapiens	M. musculus	RSPH1	Rsph1
11905	H. sapiens	X. laevis	RSPH1	LOC100489385
11905	H. sapiens	R. norvegicus	RSPH1	Rsph1
11906	H. sapiens	M. musculus	SRA1	Sra1
11906	H. sapiens	X. laevis	SRA1	sra1
11906	H. sapiens	R. norvegicus	SRA1	Sra1
11910	H. sapiens	M. musculus	MRPL54	Mrpl54
11910	H. sapiens	R. norvegicus	MRPL54	Mrpl54
11910	H. sapiens	X. laevis	MRPL54	mrpl54
11911	H. sapiens	X. laevis	EMC6	emc6
11911	H. sapiens	D. melanogaster	EMC6	CG11781
11911	H. sapiens	R. norvegicus	EMC6	Emc6
11911	H. sapiens	M. musculus	EMC6	Emc6
11912	H. sapiens	R. norvegicus	ZNF524	Zfp524
11912	H. sapiens	M. musculus	ZNF524	Zfp524
11916	H. sapiens	X. laevis	AURKAIP1	LOC549720
11916	H. sapiens	R. norvegicus	AURKAIP1	Aurkaip1
11916	H. sapiens	M. musculus	AURKAIP1	Aurkaip1
11917	H. sapiens	R. norvegicus	TMEM42	Tmem42
11917	H. sapiens	M. musculus	TMEM42	Tmem42
11918	H. sapiens	R. norvegicus	SHARPIN	Sharpin
11918	H. sapiens	M. musculus	SHARPIN	Sharpin
11919	H. sapiens	R. norvegicus	FOPNL	Fopnl
11919	H. sapiens	M. musculus	FOPNL	Fopnl
11919	H. sapiens	X. laevis	FOPNL	fopnl
11920	H. sapiens	M. musculus	CHCHD6	Chchd6
11920	H. sapiens	X. laevis	CHCHD6	chchd6
11920	H. sapiens	R. norvegicus	CHCHD6	Chchd6
11923	H. sapiens	X. laevis	CHCHD1	chchd1
11923	H. sapiens	R. norvegicus	CHCHD1	Chchd1
11923	H. sapiens	M. musculus	CHCHD1	Chchd1
11924	H. sapiens	M. musculus	MRPS36	Mrps36
11924	H. sapiens	X. laevis	MRPS36	mrps36
11924	H. sapiens	R. norvegicus	MRPS36	Mrps36
11925	H. sapiens	M. musculus	TMEM8C	Tmem8c
11927	H. sapiens	X. laevis	FBXO36	fbxo36
11927	H. sapiens	R. norvegicus	FBXO36	Fbxo36
11927	H. sapiens	M. musculus	FBXO36	Fbxo36
11929	H. sapiens	R. norvegicus	CHCHD5	Chchd5
11929	H. sapiens	X. laevis	CHCHD5	LOC100495117
11929	H. sapiens	M. musculus	CHCHD5	Chchd5
11930	H. sapiens	D. melanogaster	NUDT14	CG42813
11930	H. sapiens	R. norvegicus	NUDT14	Nudt14
11930	H. sapiens	C. elegans	NUDT14	CELE_C50F4.16
11930	H. sapiens	M. musculus	NUDT14	Nudt14
11931	H. sapiens	M. musculus	THEM5	Them5
11931	H. sapiens	R. norvegicus	THEM5	Them5
11932	H. sapiens	R. norvegicus	ACYP1	Acyp1
11932	H. sapiens	M. musculus	ACYP1	Acyp1
11932	H. sapiens	X. laevis	ACYP1	acyp1
11934	H. sapiens	M. musculus	ZDHHC12	Zdhhc12
11934	H. sapiens	R. norvegicus	ZDHHC12	Zdhhc12
11934	H. sapiens	X. laevis	ZDHHC12	zdhhc12
11936	H. sapiens	X. laevis	NICN1	mst1r
11936	H. sapiens	R. norvegicus	NICN1	Nicn1
11936	H. sapiens	M. musculus	NICN1	Nicn1
11937	H. sapiens	X. laevis	TMEM54	tmem54
11937	H. sapiens	R. norvegicus	TMEM54	Tmem54
11937	H. sapiens	M. musculus	TMEM54	Tmem54
11938	H. sapiens	X. laevis	TMED6	tmed6
11938	H. sapiens	M. musculus	TMED6	Tmed6
11938	H. sapiens	R. norvegicus	TMED6	Tmed6
11939	H. sapiens	R. norvegicus	TMEM126A	Tmem126a
11939	H. sapiens	M. musculus	TMEM126A	Tmem126a
11939	H. sapiens	X. laevis	TMEM126A	tmem126a
11941	H. sapiens	M. musculus	TMEM218	Tmem218
11941	H. sapiens	R. norvegicus	TMEM218	Tmem218
11941	H. sapiens	X. laevis	TMEM218	tmem218
11942	H. sapiens	R. norvegicus	GKN2	Gkn2
11942	H. sapiens	M. musculus	GKN2	Gkn2
11947	H. sapiens	M. musculus	SCP2D1	Scp2d1
11947	H. sapiens	R. norvegicus	SCP2D1	Scp2d1
11948	H. sapiens	M. musculus	SUSD3	Susd3
11948	H. sapiens	R. norvegicus	SUSD3	Susd3
11952	H. sapiens	D. melanogaster	PSENEN	pen-2
11952	H. sapiens	C. elegans	PSENEN	pen-2
11952	H. sapiens	R. norvegicus	PSENEN	Psenen
11952	H. sapiens	X. laevis	PSENEN	psenen
11952	H. sapiens	M. musculus	PSENEN	Psenen
11955	H. sapiens	R. norvegicus	RIIAD1	Riiad1
11955	H. sapiens	M. musculus	RIIAD1	Riiad1
11956	H. sapiens	X. laevis	COX20	LOC100497666
11956	H. sapiens	R. norvegicus	COX20	Cox20
11956	H. sapiens	M. musculus	COX20	Cox20
11957	H. sapiens	R. norvegicus	ANAPC16	Anapc16
11957	H. sapiens	X. laevis	ANAPC16	anapc16
11957	H. sapiens	M. musculus	ANAPC16	Anapc16
11959	H. sapiens	M. musculus	C19orf25	2310011J03Rik
11959	H. sapiens	X. laevis	C19orf25	c19orf25
11959	H. sapiens	R. norvegicus	C19orf25	RGD1359127
11964	H. sapiens	R. norvegicus	ALKBH7	Alkbh7
11964	H. sapiens	X. laevis	ALKBH7	alkbh7
11964	H. sapiens	M. musculus	ALKBH7	Alkbh7
11964	H. sapiens	D. melanogaster	ALKBH7	CG14130
11964	H. sapiens	C. elegans	ALKBH7	CELE_Y46G5A.35
11968	H. sapiens	M. musculus	C1orf52	2410004B18Rik
11968	H. sapiens	R. norvegicus	C1orf52	RGD1560065
11968	H. sapiens	X. laevis	C1orf52	c1orf52
11969	H. sapiens	X. laevis	MIEN1	mien1
11969	H. sapiens	M. musculus	MIEN1	Mien1
11971	H. sapiens	M. musculus	C1orf210	2610528J11Rik
11971	H. sapiens	R. norvegicus	C1orf210	RGD1305347
11973	H. sapiens	D. melanogaster	PTPMT1	Plip
11973	H. sapiens	M. musculus	PTPMT1	Ptpmt1
11973	H. sapiens	C. elegans	PTPMT1	F28C6.8
11973	H. sapiens	R. norvegicus	PTPMT1	Ptpmt1
11974	H. sapiens	M. musculus	C19orf60	2810428I15Rik
11974	H. sapiens	R. norvegicus	C19orf60	RGD1566239
11975	H. sapiens	X. laevis	SKA1	ska1
11975	H. sapiens	R. norvegicus	SKA1	Ska1
11975	H. sapiens	M. musculus	SKA1	Ska1
11976	H. sapiens	X. laevis	FAM213B	fam213b
11976	H. sapiens	R. norvegicus	FAM213B	Fam213b
11976	H. sapiens	M. musculus	FAM213B	Fam213b
11977	H. sapiens	M. musculus	ACOT11	Acot11
11977	H. sapiens	R. norvegicus	ACOT11	Acot11
11977	H. sapiens	X. laevis	ACOT11	acot11
11979	H. sapiens	R. norvegicus	CMSS1	Cmss1
11979	H. sapiens	X. laevis	CMSS1	cmss1
11979	H. sapiens	M. musculus	CMSS1	Cmss1
11980	H. sapiens	X. laevis	PSMG3	psmg3
11980	H. sapiens	M. musculus	PSMG3	Psmg3
11980	H. sapiens	R. norvegicus	PSMG3	Psmg3
11982	H. sapiens	X. laevis	C1orf131	c1orf131
11982	H. sapiens	R. norvegicus	C1orf131	RGD1562218
11982	H. sapiens	M. musculus	C1orf131	2810004N23Rik
11984	H. sapiens	R. norvegicus	TCEANC2	Tceanc2
11984	H. sapiens	M. musculus	TCEANC2	Tceanc2
11985	H. sapiens	X. laevis	REP15	rep15
11985	H. sapiens	M. musculus	REP15	Rep15
11985	H. sapiens	R. norvegicus	REP15	Rep15
11987	H. sapiens	D. melanogaster	METAP1D	CG5188
11987	H. sapiens	R. norvegicus	METAP1D	Metap1d
